"id","artwork_id","kind","image_url","video_url","alt_ja","alt_en","sort_order","valid"
"6450","50","image","https://storage.googleapis.com/sisiwaka-touen-medias/050/050_09%E8%A6%8B%E8%BE%BC%E3%81%BF.jpg",NULL,NULL,NULL,"9","1"
"6451","50","image","https://storage.googleapis.com/sisiwaka-touen-medias/050/050_10%E8%A6%8B%E8%BE%BC%E3%81%BF%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"10","1"
"6452","50","image","https://storage.googleapis.com/sisiwaka-touen-medias/050/050_11%E5%8F%96%E3%81%A3%E6%89%8B%E8%A3%8F.jpg",NULL,NULL,NULL,"11","1"
"6453","50","image","https://storage.googleapis.com/sisiwaka-touen-medias/050/050_12%E5%BA%95.jpg",NULL,NULL,NULL,"12","1"
"6454","50","image","https://storage.googleapis.com/sisiwaka-touen-medias/050/050_13%E8%B6%B3.jpg",NULL,NULL,NULL,"13","1"
"6455","50","video","https://storage.googleapis.com/sisiwaka-touen-medias/050/050_%E3%81%86%E3%81%A3%E3%81%8B%E3%82%8A%E3%83%92%E3%83%A7%E3%82%A6%E3%83%A2%E3%83%B3%E3%83%80%E3%82%B3.jpg","https://storage.googleapis.com/sisiwaka-touen-medias/050/050_%E3%81%86%E3%81%A3%E3%81%8B%E3%82%8A%E3%83%92%E3%83%A7%E3%82%A6%E3%83%A2%E3%83%B3%E3%83%80%E3%82%B3.mp4",NULL,NULL,"999","1"
"6456","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_01%E6%89%8B%E6%8C%81%E3%81%A1.jpg",NULL,NULL,NULL,"1","1"
"6457","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_02%E5%8F%B3.jpg",NULL,NULL,NULL,"2","1"
"6458","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_03%E6%AD%A3%E9%9D%A2.jpg",NULL,NULL,NULL,"3","1"
"6459","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_04%E5%B7%A6.jpg",NULL,NULL,NULL,"4","1"
"6460","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_05%E5%8F%96%E3%81%A3%E6%89%8B.jpg",NULL,NULL,NULL,"5","1"
"6461","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_06%E5%8F%B3%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"6","1"
"6462","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_07%E6%AD%A3%E9%9D%A2%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"7","1"
"6463","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_08%E5%B7%A6%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"8","1"
"6464","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_09%E5%8F%96%E3%81%A3%E6%89%8B%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"9","1"
"6465","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_10%E5%8F%96%E3%81%A3%E6%89%8B%E8%A3%8F.jpg",NULL,NULL,NULL,"10","1"
"6466","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_11%E8%A3%8F.jpg",NULL,NULL,NULL,"11","1"
"6467","51","image","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_12%E8%B6%B3.jpg",NULL,NULL,NULL,"12","1"
"6468","51","video","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_%E5%B3%B6%E3%81%AE%E7%B2%BE%E9%9C%8A.jpg","https://storage.googleapis.com/sisiwaka-touen-medias/051/051_%E5%B3%B6%E3%81%AE%E7%B2%BE%E9%9C%8A.mp4",NULL,NULL,"999","1"
"6469","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_01%E6%89%8B%E6%8C%81%E3%81%A1.jpg",NULL,NULL,NULL,"1","1"
"6470","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_02%E5%8F%B3.jpg",NULL,NULL,NULL,"2","1"
"6471","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_03%E6%AD%A3%E9%9D%A2.jpg",NULL,NULL,NULL,"3","1"
"6472","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_04%E5%B7%A6.jpg",NULL,NULL,NULL,"4","1"
"6473","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_05%E5%8F%96%E3%81%A3%E6%89%8B.jpg",NULL,NULL,NULL,"5","1"
"6474","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_06%E5%8F%B3%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"6","1"
"6475","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_07%E6%AD%A3%E9%9D%A2%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"7","1"
"6476","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_08%E5%B7%A6%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"8","1"
"6477","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_09%E5%8F%96%E3%81%A3%E6%89%8B%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"9","1"
"6478","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_10%E5%8F%96%E3%81%A3%E6%89%8B%E8%A3%8F.jpg",NULL,NULL,NULL,"10","1"
"6479","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_11%E8%A6%8B%E8%BE%BC%E3%81%BF.jpg",NULL,NULL,NULL,"11","1"
"6480","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_12%E7%B8%81.jpg",NULL,NULL,NULL,"12","1"
"6481","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_13%E8%A3%8F.jpg",NULL,NULL,NULL,"13","1"
"6482","52","image","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_14%E8%B6%B3.jpg",NULL,NULL,NULL,"14","1"
"6483","52","video","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_%E9%9B%AA%E4%BB%94%E8%99%8E.jpg","https://storage.googleapis.com/sisiwaka-touen-medias/052/052_%E9%9B%AA%E4%BB%94%E8%99%8E.mp4",NULL,NULL,"999","1"
"6484","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_01%E6%89%8B%E6%8C%81%E3%81%A1.jpg",NULL,NULL,NULL,"1","1"
"6485","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_02%E5%8F%B3.jpg",NULL,NULL,NULL,"2","1"
"6486","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_03%E6%AD%A3%E9%9D%A2.jpg",NULL,NULL,NULL,"3","1"
"6487","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_04%E5%B7%A6.jpg",NULL,NULL,NULL,"4","1"
"6488","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_05%E5%8F%96%E3%81%A3%E6%89%8B.jpg",NULL,NULL,NULL,"5","1"
"6489","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_06%E5%8F%B3%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"6","1"
"6490","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_07%E6%AD%A3%E9%9D%A2%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"7","1"
"6491","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_08%E5%B7%A6%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"8","1"
"6492","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_09%E5%8F%96%E3%81%A3%E6%89%8B%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"9","1"
"6493","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_10%E8%A6%8B%E8%BE%BC%E3%81%BF.jpg",NULL,NULL,NULL,"10","1"
"6494","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_11%E5%8F%A3%E7%B8%81.jpg",NULL,NULL,NULL,"11","1"
"6495","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_12%E8%A3%8F.jpg",NULL,NULL,NULL,"12","1"
"6496","53","image","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_13%E8%B6%B3.jpg",NULL,NULL,NULL,"13","1"
"6497","53","video","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_%E3%81%97%E3%81%A3%E3%81%8B%E3%82%8A%E3%83%92%E3%83%A7%E3%82%A6%E3%83%A2%E3%83%B3%E3%83%80%E3%82%B3.jpg","https://storage.googleapis.com/sisiwaka-touen-medias/053/053_%E3%81%97%E3%81%A3%E3%81%8B%E3%82%8A%E3%83%92%E3%83%A7%E3%82%A6%E3%83%A2%E3%83%B3%E3%83%80%E3%82%B3.mp4",NULL,NULL,"999","1"
"6498","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_01%E6%89%8B%E6%8C%81%E3%81%A1.jpg",NULL,NULL,NULL,"1","1"
"6499","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_02%E5%8F%B3.jpg",NULL,NULL,NULL,"2","1"
"6500","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_03%E6%AD%A3%E9%9D%A2.jpg",NULL,NULL,NULL,"3","1"
"6501","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_04%E5%B7%A6.jpg",NULL,NULL,NULL,"4","1"
"6502","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_05%E5%8F%96%E3%81%A3%E6%89%8B.jpg",NULL,NULL,NULL,"5","1"
"6503","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_06%E5%8F%B3%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"6","1"
"6504","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_07%E6%AD%A3%E9%9D%A2%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"7","1"
"6505","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_08%E5%B7%A6%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"8","1"
"6506","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_09%E5%8F%96%E3%81%A3%E6%89%8B%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"9","1"
"6507","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_10%E5%8F%96%E3%81%A3%E6%89%8B%E8%A3%8F.jpg",NULL,NULL,NULL,"10","1"
"6508","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_11%E8%A6%8B%E8%BE%BC%E3%81%BF.jpg",NULL,NULL,NULL,"11","1"
"6509","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_12%E7%B8%81.jpg",NULL,NULL,NULL,"12","1"
"6510","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_13%E8%A3%8F.jpg",NULL,NULL,NULL,"13","1"
"6511","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_14%E8%B6%B3.jpg",NULL,NULL,NULL,"14","1"
"6512","54","image","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_15%E8%B6%B3%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"15","1"
"6513","54","video","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_%E5%86%AC%E3%81%AE%E6%B1%A0%E3%80%81%E6%B0%B7%E3%81%AE%E6%B3%A1.jpg","https://storage.googleapis.com/sisiwaka-touen-medias/054/054_%E5%86%AC%E3%81%AE%E6%B1%A0%E3%80%81%E6%B0%B7%E3%81%AE%E6%B3%A1.mp4",NULL,NULL,"999","1"
"6514","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_01%E6%89%8B%E6%8C%81%E3%81%A1.jpg",NULL,NULL,NULL,"1","1"
"6515","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_02%E5%8F%B3.jpg",NULL,NULL,NULL,"2","1"
"6516","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_03%E6%AD%A3%E9%9D%A2.jpg",NULL,NULL,NULL,"3","1"
"6517","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_04%E5%B7%A6.jpg",NULL,NULL,NULL,"4","1"
"6518","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_05%E5%8F%96%E3%81%A3%E6%89%8B.jpg",NULL,NULL,NULL,"5","1"
"6519","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_06%E5%8F%B3%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"6","1"
"6520","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_07%E6%AD%A3%E9%9D%A2%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"7","1"
"6521","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_08%E5%B7%A6%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"8","1"
"6522","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_10%E8%A6%8B%E8%BE%BC%E3%81%BF.jpg",NULL,NULL,NULL,"10","1"
"6523","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_11%E8%A3%8F.jpg",NULL,NULL,NULL,"11","1"
"6524","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_12%E8%B6%B3.jpg",NULL,NULL,NULL,"12","1"
"6525","55","image","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_9%E5%8F%96%E3%81%A3%E6%89%8B%E5%86%85%E5%81%B4.jpg",NULL,NULL,NULL,"999","1"
"6526","55","video","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_%E9%9B%AA%E5%89%B2%E3%82%8A%E3%81%AE%E5%A5%94%E6%B5%81.jpg","https://storage.googleapis.com/sisiwaka-touen-medias/055/055_%E9%9B%AA%E5%89%B2%E3%82%8A%E3%81%AE%E5%A5%94%E6%B5%81.mp4",NULL,NULL,"999","1"
"6527","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_01%E6%89%8B%E6%8C%81%E3%81%A1.jpg",NULL,NULL,NULL,"1","1"
"6528","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_02%E5%B7%A6.jpg",NULL,NULL,NULL,"2","1"
"6529","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_03%E6%AD%A3%E9%9D%A2.jpg",NULL,NULL,NULL,"3","1"
"6530","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_04%E5%8F%B3.jpg",NULL,NULL,NULL,"4","1"
"6531","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_05%E5%8F%96%E3%81%A3%E6%89%8B.jpg",NULL,NULL,NULL,"5","1"
"6532","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_06%E5%B7%A6%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"6","1"
"6533","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_07%E6%AD%A3%E9%9D%A2%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"7","1"
"6534","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_08%E5%8F%B3%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"8","1"
"6535","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_09%E5%8F%96%E3%81%A3%E6%89%8B%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"9","1"
"6536","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_10%E8%A6%8B%E8%BE%BC%E3%81%BF.jpg",NULL,NULL,NULL,"10","1"
"6537","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_11%E8%A6%8B%E8%BE%BC%E3%81%BF%E6%8B%A1%E5%A4%A7.jpg",NULL,NULL,NULL,"11","1"
"6538","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_12%E8%A3%8F.jpg",NULL,NULL,NULL,"12","1"
"6539","56","image","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_13%E8%B6%B3.jpg",NULL,NULL,NULL,"13","1"
"6540","56","video","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_%E6%B5%AE%E8%8A%B1.jpg","https://storage.googleapis.com/sisiwaka-touen-medias/056/056_%E6%B5%AE%E8%8A%B1.mp4",NULL,NULL,"999","1"
